farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month
FARM0924,"Punjab, India",Wheat,11.25,7.49,33.0,355.3,51.64,4.32,Manual,Mixed,13.54,2024-01-19,2024-04-30,102,1500.0,SENS0924,2024-03-05,30.437062,75.863992,0.32,Moderate,1,4
FARM0925,"Provence, France",Cotton,27.81,7.22,18.66,670.23,83.3,4.06,Manual,Biofertilizer,40.01,2024-04-02,2024-07-23,112,4305.01,SENS0925,2024-06-22,44.203603,5.353111,0.58,No Disease,4,7
FARM0926,"Casablanca-Settat, Morocco",Olives,28.84,7.48,27.83,274.58,82.88,4.58,Manual,Mixed,36.79,2024-02-02,2024-07-01,150,1825.14,SENS0926,2024-04-10,33.128202,-7.019656,0.51,No Disease,2,7
FARM0927,"Andalusia, Spain",Cotton,38.96,5.5,33.29,334.93,55.39,5.45,Sprinkler,Mixed,15.51,2024-01-28,2024-05-26,119,1500.0,SENS0927,2024-04-23,37.306962,-5.560982,0.34,Severe,1,5
FARM0928,"Punjab, India",Olives,40.66,7.31,23.36,488.43,64.65,5.98,Flood,Organic,9.81,2024-03-24,2024-08-14,143,2128.86,SENS0928,2024-05-20,30.888874,74.874083,0.87,No Disease,3,8
FARM0929,"Queensland, Australia",Olives,37.41,5.74,21.41,531.43,71.75,4.74,Manual,Organic,8.17,2024-04-25,2024-09-28,156,2111.79,SENS0929,2024-06-14,-24.916448,147.38453,0.85,Mild,4,9
FARM0930,"Casablanca-Settat, Morocco",Tomatoes,18.64,7.22,16.32,486.63,48.44,9.12,Flood,Organic,5.6,2024-04-05,2024-09-09,157,2626.78,SENS0930,2024-05-30,33.567625,-7.683054,0.61,No Disease,4,9
FARM0931,Central Thailand,Maize,30.78,6.07,33.84,1532.91,58.85,6.36,Manual,Inorganic,29.5,2024-01-15,2024-04-20,96,3530.28,SENS0931,2024-04-06,15.836989,101.318404,0.4,No Disease,1,4
FARM0932,"California, USA",Cotton,35.88,6.79,22.58,677.86,47.79,7.28,Sprinkler,Mixed,8.94,2024-01-22,2024-04-24,93,3261.25,SENS0932,2024-03-20,34.754049,-121.103612,0.53,Mild,1,4
FARM0933,"Fès-Meknès, Morocco",Cotton,22.33,5.59,33.98,586.09,48.95,6.35,Manual,Organic,47.65,2024-03-12,2024-06-30,110,4062.86,SENS0933,2024-05-30,33.539811,-5.089018,0.38,No Disease,3,6
FARM0934,"Casablanca-Settat, Morocco",Citrus,21.99,6.76,21.49,432.57,49.6,4.88,Center Pivot,Inorganic,47.21,2024-02-28,2024-06-25,118,4564.36,SENS0934,2024-05-02,32.641287,-7.028114,0.85,Mild,2,6
FARM0935,Kenya Highlands,Tomatoes,32.12,6.77,13.1,1034.35,47.43,7.58,Drip,Biofertilizer,41.65,2024-01-28,2024-07-23,177,1500.0,SENS0935,2024-05-19,0.063584,37.616536,0.53,Severe,1,7
FARM0936,"Fès-Meknès, Morocco",Wheat,31.03,6.89,18.9,492.84,58.13,8.94,Manual,Mixed,14.18,2024-02-09,2024-07-25,167,4683.38,SENS0936,2024-04-27,33.696688,-5.143775,0.58,No Disease,2,7
FARM0937,Central Thailand,Soybean,38.8,5.55,34.6,1205.76,55.81,4.33,Manual,Biofertilizer,32.44,2024-03-07,2024-08-03,149,2192.61,SENS0937,2024-04-06,13.950397,99.719726,0.44,Mild,3,8
FARM0938,"Midwest, USA",Soybean,41.88,5.51,6.03,644.88,64.19,4.74,Drip,Biofertilizer,18.85,2024-03-10,2024-09-03,177,2038.02,SENS0938,2024-05-14,39.322323,-93.822694,0.86,No Disease,3,9
FARM0939,Kenya Highlands,Cotton,35.69,6.61,23.87,1182.67,49.77,5.0,Manual,Inorganic,46.24,2024-03-21,2024-09-10,173,3139.5,SENS0939,2024-05-20,0.914581,36.411589,0.5,No Disease,3,9
FARM0940,"Java, Indonesia",Tomatoes,25.99,7.26,33.52,2606.89,52.85,6.79,Center Pivot,Inorganic,15.21,2024-04-22,2024-08-30,130,2952.25,SENS0940,2024-08-13,-6.480353,108.710588,0.75,Moderate,4,8
FARM0941,"California, USA",Olives,27.12,6.2,34.04,466.91,85.48,7.41,No Irrigation,Organic,39.3,2024-03-14,2024-08-02,141,1981.5,SENS0941,2024-06-25,35.906966,-120.960403,0.79,Mild,3,8
FARM0942,"Shandong, China",Soybean,42.93,6.75,11.62,817.57,77.08,8.83,Center Pivot,Biofertilizer,43.03,2024-02-22,2024-07-29,158,1500.0,SENS0942,2024-06-16,36.01793,120.939302,0.54,Severe,2,7
FARM0943,"Provence, France",Olives,22.49,6.77,18.81,699.59,49.32,8.5,Flood,Inorganic,29.56,2024-02-27,2024-08-19,174,3009.26,SENS0943,2024-05-27,43.602814,6.184391,0.42,No Disease,2,8
FARM0944,"Marrakech-Safi, Morocco",Olives,35.03,7.41,22.32,343.45,61.36,6.85,Center Pivot,Organic,45.41,2024-02-22,2024-07-03,132,5312.03,SENS0944,2024-04-20,32.122913,-8.534798,0.62,No Disease,2,7
FARM0945,Nigeria North,Soybean,10.03,5.58,24.22,602.99,88.86,5.45,Manual,Mixed,34.85,2024-04-26,2024-09-05,132,1500.0,SENS0945,2024-07-24,10.756519,9.233632,0.8,Mild,4,9
FARM0946,Central Thailand,Soybean,36.47,7.45,31.2,1438.75,57.08,7.89,Flood,Organic,8.08,2024-01-28,2024-07-17,171,1752.53,SENS0946,2024-03-22,13.882861,100.956233,0.84,Mild,1,7
FARM0947,"Midwest, USA",Barley,26.57,7.21,17.1,796.82,57.0,9.22,Sprinkler,Inorganic,8.97,2024-03-14,2024-06-18,96,2829.85,SENS0947,2024-05-04,40.311371,-88.474037,0.77,Severe,3,6
FARM0948,"Tuscany, Italy",Citrus,28.74,6.77,10.3,882.64,49.82,5.27,Center Pivot,Inorganic,6.87,2024-04-05,2024-08-13,130,2467.59,SENS0948,2024-07-06,42.772726,11.360693,0.49,Moderate,4,8
FARM0949,"Andalusia, Spain",Barley,35.17,7.36,23.32,581.25,66.38,5.55,Drip,Biofertilizer,7.38,2024-03-21,2024-06-26,97,2388.19,SENS0949,2024-06-07,38.21587,-3.83229,0.74,No Disease,3,6
FARM0950,"Punjab, India",Citrus,15.82,6.26,28.06,600.29,70.86,9.82,Sprinkler,Biofertilizer,37.74,2024-02-16,2024-05-27,101,2851.46,SENS0950,2024-04-11,30.256938,75.597413,0.85,Mild,2,5
FARM0951,"Bavaria, Germany",Barley,31.09,6.48,19.33,974.03,66.43,6.01,Flood,Inorganic,28.37,2024-04-01,2024-07-04,94,3471.76,SENS0951,2024-05-01,48.683434,11.07607,0.42,Moderate,4,7
FARM0952,"Java, Indonesia",Tomatoes,36.16,6.05,28.36,2487.46,57.35,9.6,Drip,Inorganic,46.52,2024-02-01,2024-07-26,176,3215.77,SENS0952,2024-04-15,-7.628446,106.67973,0.6,No Disease,2,7
FARM0953,"Andalusia, Spain",Wheat,42.22,5.52,24.34,334.53,67.64,8.44,Manual,Inorganic,26.83,2024-04-17,2024-09-29,165,4787.74,SENS0953,2024-05-22,37.974265,-6.353148,0.35,No Disease,4,9
FARM0954,"Tanger-Tétouan, Morocco",Olives,25.02,5.65,15.79,693.4,45.31,9.02,Flood,Mixed,15.79,2024-04-24,2024-09-27,156,3818.66,SENS0954,2024-08-19,35.51801,-5.385814,0.42,No Disease,4,9
FARM0955,East Africa,Cotton,41.68,5.61,26.08,619.21,45.9,4.27,Sprinkler,Biofertilizer,24.71,2024-04-12,2024-08-04,114,3202.12,SENS0955,2024-06-09,2.687471,32.619465,0.81,No Disease,4,8
FARM0956,Nigeria North,Cotton,29.98,6.16,30.08,788.81,55.78,4.64,Flood,Inorganic,21.51,2024-02-24,2024-05-26,92,4813.06,SENS0956,2024-05-09,11.265138,7.199613,0.36,No Disease,2,5
FARM0957,Kenya Highlands,Rice,37.62,6.07,25.84,1220.55,62.78,6.89,Flood,Organic,39.1,2024-04-21,2024-08-21,122,2642.27,SENS0957,2024-05-27,0.915686,37.940149,0.47,Mild,4,8
FARM0958,Kenya Highlands,Rice,29.99,6.59,19.77,1438.96,57.16,9.11,No Irrigation,Biofertilizer,30.16,2024-01-23,2024-05-06,104,1582.08,SENS0958,2024-03-25,0.811604,36.112449,0.61,No Disease,1,5
FARM0959,"California, USA",Barley,12.79,6.87,19.42,561.93,86.63,7.45,Center Pivot,Organic,10.68,2024-02-23,2024-08-18,177,4751.0,SENS0959,2024-06-16,34.072127,-118.163417,0.65,No Disease,2,8
FARM0960,"Marrakech-Safi, Morocco",Citrus,31.82,5.76,30.97,329.85,55.48,5.21,Center Pivot,Inorganic,45.9,2024-03-20,2024-09-03,167,4299.31,SENS0960,2024-05-02,31.609625,-7.740325,0.76,No Disease,3,9
FARM0961,"Midwest, USA",Potatoes,17.9,6.73,22.99,837.08,42.02,5.96,Drip,Biofertilizer,26.09,2024-01-10,2024-04-23,104,4257.24,SENS0961,2024-03-05,40.203865,-93.527642,0.39,No Disease,1,4
FARM0962,"Punjab, India",Citrus,24.89,6.63,16.51,684.53,41.05,4.21,No Irrigation,Mixed,25.06,2024-02-12,2024-08-10,180,4964.92,SENS0962,2024-05-22,30.022743,74.391059,0.79,No Disease,2,8
FARM0963,"California, USA",Barley,39.03,5.77,32.83,432.78,86.77,8.51,Drip,Organic,47.36,2024-04-11,2024-08-09,120,2260.39,SENS0963,2024-05-25,34.39018,-120.077366,0.71,Mild,4,8
FARM0964,Central Thailand,Soybean,29.1,7.36,27.99,1420.49,79.9,8.43,Drip,Organic,7.87,2024-02-03,2024-07-07,155,1722.08,SENS0964,2024-05-25,15.845453,100.051134,0.53,Severe,2,7
FARM0965,"Souss-Massa, Morocco",Olives,44.18,6.25,27.86,243.54,80.09,6.61,Drip,Inorganic,44.13,2024-03-15,2024-06-19,96,4458.87,SENS0965,2024-06-07,29.956736,-8.52558,0.41,Moderate,3,6
FARM0966,"Tanger-Tétouan, Morocco",Tomatoes,31.29,6.39,24.1,657.5,77.12,5.37,Drip,Organic,7.63,2024-03-14,2024-06-26,104,4286.96,SENS0966,2024-04-30,35.218772,-5.673779,0.48,No Disease,3,6
FARM0967,Kenya Highlands,Maize,28.03,7.27,18.4,840.17,69.89,7.99,Flood,Mixed,23.87,2024-03-12,2024-08-05,146,1964.69,SENS0967,2024-04-22,-1.07995,36.709595,0.72,Moderate,3,8
FARM0968,"Provence, France",Olives,11.34,6.24,24.6,664.54,88.95,6.52,No Irrigation,Biofertilizer,27.59,2024-02-04,2024-06-24,141,3312.9,SENS0968,2024-04-23,43.756956,4.518383,0.85,No Disease,2,6
FARM0969,South Africa Cape,Cotton,26.63,6.27,27.29,582.76,88.34,8.18,Drip,Inorganic,8.75,2024-04-21,2024-08-10,111,3667.29,SENS0969,2024-05-28,-33.626895,19.595609,0.82,Mild,4,8
FARM0970,South India,Maize,36.15,7.15,28.67,1828.85,42.73,9.83,No Irrigation,Biofertilizer,28.07,2024-01-14,2024-06-27,165,3489.86,SENS0970,2024-04-01,10.550031,78.397738,0.47,No Disease,1,6
FARM0971,"Punjab, India",Citrus,20.43,7.06,16.17,364.54,63.58,5.36,Center Pivot,Inorganic,12.48,2024-01-28,2024-07-23,177,4400.88,SENS0971,2024-04-29,31.644644,74.914709,0.5,Mild,1,7
FARM0972,"Marrakech-Safi, Morocco",Cotton,41.19,6.42,27.7,185.83,75.48,9.9,Manual,Mixed,7.26,2024-04-02,2024-07-09,98,4393.64,SENS0972,2024-06-26,31.51454,-7.523752,0.36,No Disease,4,7
FARM0973,Kenya Highlands,Tomatoes,34.35,5.77,12.63,815.29,70.29,6.57,Flood,Organic,6.22,2024-02-22,2024-07-04,133,1557.0,SENS0973,2024-04-23,-0.795437,36.368603,0.77,No Disease,2,7
FARM0974,"California, USA",Tomatoes,26.69,6.28,20.82,521.33,84.37,9.36,Flood,Organic,20.11,2024-04-05,2024-09-13,161,4823.99,SENS0974,2024-05-25,37.428505,-118.48013,0.67,No Disease,4,9
FARM0975,"Midwest, USA",Barley,43.56,5.79,11.75,739.35,68.99,5.7,Drip,Biofertilizer,17.56,2024-04-28,2024-08-17,111,5902.25,SENS0975,2024-07-09,42.848234,-90.928328,0.54,No Disease,4,8
FARM0976,South India,Rice,30.18,6.52,23.32,816.33,55.82,4.52,No Irrigation,Biofertilizer,18.64,2024-02-18,2024-08-08,172,3139.29,SENS0976,2024-03-29,10.43973,78.628335,0.88,Moderate,2,8
FARM0977,"California, USA",Citrus,38.37,7.4,32.74,203.71,44.57,4.97,No Irrigation,Mixed,48.23,2024-04-03,2024-09-03,153,1500.0,SENS0977,2024-07-05,35.506952,-119.931157,0.62,No Disease,4,9
FARM0978,Nigeria North,Maize,44.84,6.08,34.47,866.58,66.91,7.2,Drip,Organic,23.25,2024-01-13,2024-06-03,142,3688.69,SENS0978,2024-04-29,10.772896,9.249718,0.4,Moderate,1,6
FARM0979,North India,Soybean,29.03,6.89,28.1,459.08,65.76,9.94,No Irrigation,Mixed,32.51,2024-02-21,2024-08-14,175,4579.75,SENS0979,2024-03-28,31.119903,80.976662,0.52,No Disease,2,8
FARM0980,"Shandong, China",Barley,37.36,6.47,11.1,672.72,79.7,7.46,Flood,Biofertilizer,20.39,2024-03-18,2024-09-03,169,1732.12,SENS0980,2024-06-02,35.096619,117.691611,0.79,Moderate,3,9
FARM0981,South Africa Cape,Wheat,32.69,6.52,15.22,403.63,62.28,9.8,Sprinkler,Organic,30.7,2024-01-25,2024-07-17,174,2685.69,SENS0981,2024-05-15,-34.163426,19.009006,0.82,No Disease,1,7
FARM0982,North India,Soybean,23.02,5.68,27.49,802.61,62.9,6.37,Drip,Inorganic,44.02,2024-03-23,2024-07-04,103,5051.13,SENS0982,2024-06-13,29.415239,86.151715,0.45,Mild,3,7
FARM0983,"Marrakech-Safi, Morocco",Citrus,43.83,6.39,24.96,329.11,56.05,7.16,No Irrigation,Inorganic,35.95,2024-02-07,2024-05-22,105,3783.61,SENS0983,2024-04-01,32.437207,-9.004737,0.46,Mild,2,5
FARM0984,South Africa Cape,Wheat,21.05,6.48,17.73,541.39,56.04,5.15,Center Pivot,Organic,18.93,2024-04-02,2024-09-20,171,2362.85,SENS0984,2024-06-28,-34.422514,18.098589,0.88,Moderate,4,9
FARM0985,"California, USA",Citrus,33.84,6.93,34.58,344.96,70.37,4.53,Flood,Organic,35.46,2024-02-16,2024-05-16,90,2685.15,SENS0985,2024-04-13,36.001207,-119.905548,0.34,Mild,2,5
FARM0986,Central Thailand,Soybean,29.35,6.42,34.1,1018.21,46.69,9.72,Sprinkler,Inorganic,8.27,2024-02-23,2024-08-05,164,2912.78,SENS0986,2024-06-16,15.348953,99.92194,0.42,No Disease,2,8
FARM0987,"Nile Delta, Egypt",Barley,14.99,5.93,18.14,43.18,75.2,5.3,Center Pivot,Inorganic,21.5,2024-04-14,2024-09-28,167,6492.08,SENS0987,2024-06-26,30.930352,31.362003,0.53,No Disease,4,9
FARM0988,South India,Soybean,35.12,6.03,25.87,695.25,78.89,9.15,Flood,Mixed,43.02,2024-02-05,2024-06-26,142,3158.04,SENS0988,2024-05-15,17.637331,80.401101,0.52,Moderate,2,6
FARM0989,Central Thailand,Tomatoes,38.87,6.16,32.42,1005.9,78.31,5.82,Flood,Mixed,41.52,2024-02-07,2024-06-02,116,2450.2,SENS0989,2024-03-24,14.282085,99.621811,0.48,Mild,2,6
FARM0990,South India,Maize,43.3,6.72,37.8,915.23,47.82,8.51,Manual,Biofertilizer,30.57,2024-03-23,2024-07-05,104,2218.44,SENS0990,2024-06-14,15.816148,79.543362,0.46,Mild,3,7
FARM0991,Kenya Highlands,Tomatoes,26.02,6.54,26.22,1198.51,51.64,6.95,Drip,Organic,18.96,2024-03-28,2024-08-19,144,3832.04,SENS0991,2024-05-15,-0.665559,37.158627,0.41,No Disease,3,8
FARM0992,"Casablanca-Settat, Morocco",Wheat,42.47,7.24,22.89,239.99,75.38,4.64,Manual,Mixed,39.91,2024-02-09,2024-05-29,110,4563.95,SENS0992,2024-03-17,32.919653,-8.112839,0.78,No Disease,2,5
FARM0993,South Africa Cape,Olives,32.62,6.42,26.69,630.94,66.44,4.21,Drip,Mixed,33.75,2024-02-25,2024-08-02,159,2879.84,SENS0993,2024-04-08,-34.329051,19.287816,0.35,Moderate,2,8
FARM0994,"Nile Delta, Egypt",Cotton,9.77,5.83,18.34,75.33,47.28,9.26,Center Pivot,Mixed,28.77,2024-04-08,2024-09-10,155,1500.0,SENS0994,2024-05-14,30.438983,31.36357,0.58,Mild,4,9
FARM0995,"Queensland, Australia",Olives,12.63,5.72,31.56,900.84,42.47,5.54,Manual,Organic,11.1,2024-04-26,2024-10-20,177,2196.67,SENS0995,2024-06-27,-22.453108,151.943997,0.46,No Disease,4,10
FARM0996,"Souss-Massa, Morocco",Cotton,13.94,6.97,31.7,242.07,53.75,7.83,Center Pivot,Mixed,20.34,2024-02-21,2024-08-19,180,1500.0,SENS0996,2024-05-30,30.914474,-9.084436,0.9,Moderate,2,8
FARM0997,Nigeria North,Cotton,35.39,7.17,22.44,848.34,88.72,9.85,Sprinkler,Organic,7.94,2024-02-10,2024-07-06,147,4814.5,SENS0997,2024-04-02,10.837391,11.653361,0.79,No Disease,2,7
FARM0998,Nigeria North,Maize,41.91,6.38,33.7,991.24,42.0,6.17,Manual,Mixed,42.19,2024-04-02,2024-08-24,144,2852.7,SENS0998,2024-07-15,11.942026,7.64175,0.72,No Disease,4,8
FARM0999,Central Thailand,Rice,35.51,6.12,29.63,1557.13,43.3,9.84,Sprinkler,Organic,21.2,2024-03-15,2024-09-11,180,3592.19,SENS0999,2024-05-25,13.637754,100.353789,0.59,No Disease,3,9
FARM1000,"Pampas, Argentina",Potatoes,21.05,5.75,22.88,707.26,72.78,4.24,Flood,Mixed,31.9,2024-03-16,2024-08-26,163,4060.28,SENS1000,2024-07-14,-35.269953,-59.688839,0.82,No Disease,3,8
FARM1001,"Andalusia, Spain",Barley,38.74,5.99,14.0,468.31,61.07,9.03,Flood,Inorganic,44.47,2024-02-17,2024-05-25,98,3992.17,SENS1001,2024-04-21,37.398076,-4.662785,0.45,No Disease,2,5
FARM1002,"Tuscany, Italy",Olives,36.6,5.6,29.69,928.2,82.19,6.63,Manual,Mixed,20.41,2024-02-07,2024-07-30,174,2128.87,SENS1002,2024-04-04,42.78874,10.703758,0.63,No Disease,2,7
FARM1003,North India,Potatoes,16.45,5.61,15.6,431.76,69.39,9.04,Drip,Organic,5.79,2024-04-18,2024-10-08,173,2640.0,SENS1003,2024-07-14,30.539879,82.154091,0.33,Mild,4,10
FARM1004,"Rabat-Salé-Kénitra, Morocco",Tomatoes,19.6,5.55,19.59,519.27,76.76,7.75,Manual,Biofertilizer,31.13,2024-02-02,2024-07-28,177,1500.0,SENS1004,2024-03-17,34.319496,-6.673261,0.75,Severe,2,7
FARM1005,"Provence, France",Citrus,33.67,7.22,11.03,451.94,88.14,7.77,Manual,Biofertilizer,13.28,2024-03-01,2024-08-04,156,3095.75,SENS1005,2024-05-07,43.308823,5.381203,0.36,Mild,3,8
FARM1006,"Java, Indonesia",Maize,39.95,5.61,31.81,2554.92,82.54,5.72,Drip,Inorganic,33.82,2024-03-17,2024-06-25,100,2770.67,SENS1006,2024-06-04,-6.842487,110.94628,0.49,Severe,3,6
FARM1007,"Midwest, USA",Wheat,16.16,5.97,1.16,956.11,64.72,9.49,Center Pivot,Inorganic,14.53,2024-01-07,2024-06-30,175,1754.56,SENS1007,2024-03-31,39.133694,-90.361657,0.39,Moderate,1,6
FARM1008,Central Thailand,Maize,38.67,5.81,25.76,1387.56,69.68,8.53,Center Pivot,Inorganic,18.93,2024-04-21,2024-07-29,99,3984.08,SENS1008,2024-07-05,14.751549,101.32357,0.57,No Disease,4,7
FARM1009,"Andalusia, Spain",Wheat,29.76,6.0,19.67,341.82,85.76,5.59,Manual,Organic,45.31,2024-01-02,2024-04-23,112,3539.08,SENS1009,2024-03-01,38.468179,-5.331004,0.36,Mild,1,4
FARM1010,"Queensland, Australia",Olives,43.1,6.85,34.37,762.31,55.08,5.13,No Irrigation,Biofertilizer,18.67,2024-04-15,2024-10-02,170,1767.65,SENS1010,2024-07-03,-20.651101,146.349996,0.36,No Disease,4,10
FARM1011,Kenya Highlands,Tomatoes,28.94,6.79,24.73,898.97,44.88,5.0,Drip,Organic,46.57,2024-01-21,2024-07-08,169,2537.57,SENS1011,2024-02-29,-1.238349,36.845887,0.79,Moderate,1,7
FARM1012,"Provence, France",Citrus,32.01,6.03,24.25,673.07,41.95,6.73,Manual,Organic,45.09,2024-01-10,2024-07-05,177,4796.61,SENS1012,2024-04-05,43.983731,5.843189,0.64,No Disease,1,7
FARM1013,"Provence, France",Tomatoes,44.3,7.47,24.6,669.72,74.33,5.46,Flood,Inorganic,40.94,2024-01-16,2024-05-05,110,4866.66,SENS1013,2024-04-05,44.487437,4.909041,0.36,No Disease,1,5
FARM1014,"Shandong, China",Potatoes,25.32,6.12,20.18,672.06,78.11,9.62,Manual,Mixed,47.33,2024-03-21,2024-07-07,108,2474.54,SENS1014,2024-04-21,37.685686,117.679834,0.4,Severe,3,7
FARM1015,"Minas Gerais, Brazil",Tomatoes,39.42,6.77,18.94,1214.4,52.86,8.32,Drip,Biofertilizer,6.27,2024-02-04,2024-05-09,95,4214.06,SENS1015,2024-03-10,-18.156421,-45.115069,0.53,Mild,2,5
FARM1016,"Andalusia, Spain",Tomatoes,24.18,6.69,18.11,460.91,45.37,4.1,Center Pivot,Inorganic,45.93,2024-03-07,2024-07-27,142,4680.1,SENS1016,2024-05-04,36.792193,-3.207986,0.46,No Disease,3,7
FARM1017,"Nile Delta, Egypt",Barley,16.55,7.33,21.63,73.03,79.76,4.81,Center Pivot,Organic,48.98,2024-02-04,2024-05-27,113,2044.29,SENS1017,2024-05-14,31.499025,30.528578,0.88,Moderate,2,5
FARM1018,"California, USA",Citrus,23.24,5.68,16.79,689.57,57.11,9.89,Drip,Mixed,33.34,2024-01-10,2024-07-03,175,2726.3,SENS1018,2024-04-23,35.347404,-122.049303,0.55,No Disease,1,7
FARM1019,"California, USA",Olives,11.98,5.74,17.04,242.04,69.04,9.57,Center Pivot,Inorganic,27.35,2024-03-05,2024-08-27,175,3323.97,SENS1019,2024-06-22,38.437796,-118.806179,0.81,No Disease,3,8
FARM1020,"Casablanca-Settat, Morocco",Barley,32.31,5.64,17.96,308.36,58.08,7.21,Manual,Mixed,49.83,2024-03-16,2024-08-10,147,4027.13,SENS1020,2024-05-04,33.421159,-7.402191,0.58,Mild,3,8
FARM1021,"Minas Gerais, Brazil",Cotton,37.6,6.71,26.34,1709.28,60.87,4.87,Drip,Mixed,9.21,2024-03-14,2024-07-03,111,6043.55,SENS1021,2024-05-11,-18.919832,-43.212632,0.31,No Disease,3,7
FARM1022,South Africa Cape,Tomatoes,27.71,5.83,24.72,528.01,87.99,9.11,Sprinkler,Mixed,43.87,2024-04-09,2024-08-23,136,3428.04,SENS1022,2024-07-07,-34.145288,18.423013,0.54,Moderate,4,8
FARM1023,"Bavaria, Germany",Soybean,25.94,6.54,2.52,951.96,40.37,6.54,Sprinkler,Organic,37.31,2024-04-18,2024-07-30,103,2535.91,SENS1023,2024-06-04,47.787752,10.525857,0.57,Moderate,4,7
FARM1024,"Java, Indonesia",Maize,41.6,6.76,29.88,1816.14,60.78,5.55,Drip,Organic,44.02,2024-03-24,2024-09-10,170,2085.79,SENS1024,2024-06-26,-7.533962,112.505136,0.7,Severe,3,9
FARM1025,"Nile Delta, Egypt",Citrus,16.26,6.46,30.67,48.7,68.29,9.5,Manual,Biofertilizer,41.04,2024-02-02,2024-07-11,160,2029.16,SENS1025,2024-03-22,30.73185,30.510641,0.57,Mild,2,7
FARM1026,"Provence, France",Barley,18.6,7.33,12.62,585.57,56.77,9.71,Flood,Organic,28.99,2024-03-05,2024-08-01,149,3963.17,SENS1026,2024-06-07,43.879353,5.730918,0.68,No Disease,3,8
FARM1027,"Casablanca-Settat, Morocco",Barley,25.64,7.06,16.69,386.89,51.02,4.99,Sprinkler,Biofertilizer,23.28,2024-02-25,2024-07-29,155,5083.77,SENS1027,2024-06-06,32.668195,-7.936268,0.86,No Disease,2,7
FARM1028,"Murray-Darling, Australia",Tomatoes,33.32,6.07,10.53,495.37,69.29,4.66,Manual,Organic,48.46,2024-02-24,2024-07-24,151,3143.49,SENS1028,2024-05-26,-34.324306,144.138177,0.4,No Disease,2,7
FARM1029,"Souss-Massa, Morocco",Olives,31.51,7.28,30.54,234.68,43.93,5.99,Center Pivot,Inorganic,16.17,2024-03-08,2024-06-11,95,2791.45,SENS1029,2024-05-27,29.868182,-8.923658,0.89,Mild,3,6
FARM1030,"Provence, France",Cotton,19.84,6.32,13.09,495.6,51.72,4.12,Center Pivot,Mixed,44.57,2024-04-02,2024-07-06,95,2057.04,SENS1030,2024-06-04,44.098919,6.211813,0.88,No Disease,4,7
FARM1031,"Nile Delta, Egypt",Barley,21.43,5.82,32.01,86.04,70.81,4.27,Flood,Inorganic,33.01,2024-03-19,2024-08-25,159,2310.81,SENS1031,2024-06-05,30.50776,30.01773,0.49,No Disease,3,8
FARM1032,"Provence, France",Tomatoes,24.23,7.04,17.61,778.86,64.19,9.39,No Irrigation,Inorganic,45.85,2024-01-17,2024-05-18,122,3203.02,SENS1032,2024-04-01,44.154597,6.527338,0.35,Mild,1,5
FARM1033,"Shandong, China",Soybean,39.75,6.08,6.43,822.05,87.61,4.3,Flood,Organic,11.75,2024-04-26,2024-09-24,151,2432.37,SENS1033,2024-06-12,37.389372,120.539175,0.62,Mild,4,9
FARM1034,"Bavaria, Germany",Maize,15.01,5.53,26.97,626.75,68.34,9.59,Manual,Inorganic,34.97,2024-01-17,2024-07-07,172,1500.0,SENS1034,2024-03-07,48.7903,10.550907,0.79,No Disease,1,7
FARM1035,"Provence, France",Tomatoes,33.96,6.51,19.98,428.89,78.26,6.91,No Irrigation,Mixed,11.72,2024-01-22,2024-05-20,119,1694.41,SENS1035,2024-04-22,43.813023,5.648907,0.69,Moderate,1,5
FARM1036,Kenya Highlands,Soybean,37.54,5.65,14.52,1473.64,52.66,8.82,Center Pivot,Biofertilizer,41.8,2024-02-19,2024-06-08,110,3484.26,SENS1036,2024-03-25,0.680986,37.226232,0.89,No Disease,2,6
FARM1037,"Marrakech-Safi, Morocco",Citrus,29.12,5.68,20.65,259.38,60.9,9.12,Flood,Organic,43.53,2024-02-05,2024-07-24,170,1500.0,SENS1037,2024-03-24,31.682435,-7.993049,0.36,Severe,2,7
FARM1038,"Casablanca-Settat, Morocco",Olives,13.54,6.75,17.19,416.0,57.8,8.73,Flood,Organic,15.52,2024-02-17,2024-07-07,141,1766.44,SENS1038,2024-06-10,32.841504,-7.187851,0.68,Moderate,2,7
FARM1039,"Shandong, China",Wheat,30.78,5.75,4.06,846.64,61.38,4.97,No Irrigation,Biofertilizer,36.52,2024-02-15,2024-07-31,167,1526.61,SENS1039,2024-05-07,36.997811,121.115746,0.76,No Disease,2,7
FARM1040,"Nile Delta, Egypt",Cotton,14.7,6.57,38.4,61.08,82.41,6.96,Manual,Biofertilizer,26.24,2024-03-06,2024-08-30,177,1943.44,SENS1040,2024-04-13,30.75921,32.036563,0.59,Mild,3,8
FARM1041,"Souss-Massa, Morocco",Cotton,30.05,5.98,21.67,198.39,79.7,6.92,Sprinkler,Biofertilizer,20.03,2024-02-04,2024-05-06,92,1875.48,SENS1041,2024-04-12,30.747912,-9.39472,0.36,Moderate,2,5
